Stock1,Stock2,Correlation
RELIANCE.NS,HAL.NS,0.40399533922892583
RELIANCE.NS,HINDPETRO.NS,0.3681453523714356
RELIANCE.NS,HINDZINC.NS,0.16509669556494144
RELIANCE.NS,IDEA.NS,0.2483934112189357
RELIANCE.NS,IDFCFIRSTB.NS,0.3467831005400771
RELIANCE.NS,INDHOTEL.NS,0.2436606763610923
RELIANCE.NS,INDUSTOWER.NS,0.26490592833257887
RELIANCE.NS,IPCALAB.NS,0.09816146903348745
RELIANCE.NS,JINDALSTEL.NS,0.1733722613119141
RELIANCE.NS,JSWENERGY.NS,0.29519552801095067
RELIANCE.NS,LICHSGFIN.NS,0.36844155838569287
RELIANCE.NS,LTTS.NS,0.25753822011589544
RELIANCE.NS,MANAPPURAM.NS,0.23387893993665348
RELIANCE.NS,MFSL.NS,0.13619692716238938
RELIANCE.NS,MGL.NS,0.29819415537984384
RELIANCE.NS,MPHASIS.NS,0.2335870161110916
RELIANCE.NS,MRF.NS,0.37115549341277804
RELIANCE.NS,NAM-INDIA.NS,0.43968210370098226
RELIANCE.NS,NAVINFLUOR.NS,0.14549443808483925
RELIANCE.NS,NMDC.NS,0.17078596408241345
RELIANCE.NS,PAGEIND.NS,0.047846797348812704
RELIANCE.NS,PFIZER.NS,0.15318645558820954
RELIANCE.NS,PIIND.NS,0.32986457937073155
RELIANCE.NS,PNB.NS,0.35769026563745554
RELIANCE.NS,POLYCAB.NS,0.19242785082748076
RELIANCE.NS,RAMCOCEM.NS,0.18427058270241695
RELIANCE.NS,RBLBANK.NS,0.3254473144944502
RELIANCE.NS,SHREECEM.NS,0.2022118521669884
RELIANCE.NS,SUNTV.NS,0.17093936110670704
RELIANCE.NS,SYNGENE.NS,0.2602869438543332
RELIANCE.NS,TATACOMM.NS,0.3172269085040816
RELIANCE.NS,TATAELXSI.NS,0.28092083491286063
RELIANCE.NS,TORNTPOWER.NS,0.37966487196555376
RELIANCE.NS,TRENT.NS,0.3640609187025942
RELIANCE.NS,UNIONBANK.NS,0.3047663230595515
RELIANCE.NS,VBL.NS,0.3033475065217012
RELIANCE.NS,TORNTPHARM.NS,0.25810802217658146
RELIANCE.NS,WHIRLPOOL.NS,0.3151637659187614
RELIANCE.NS,ZEEL.NS,0.23843264319157473
TCS.NS,HDFCBANK.NS,0.25801087079217955
TCS.NS,INFY.NS,0.6853367095355936
TCS.NS,ICICIBANK.NS,0.18963780379653553
TCS.NS,HINDUNILVR.NS,0.3413365075691467
TCS.NS,ITC.NS,0.1731130310759752
TCS.NS,SBIN.NS,0.1795724044657007
TCS.NS,BHARTIARTL.NS,0.2649929378965834
TCS.NS,KOTAKBANK.NS,0.11267882562826002
TCS.NS,HCLTECH.NS,0.6217887805322189
TCS.NS,LT.NS,0.29655470571480197
TCS.NS,AXISBANK.NS,0.1970669482104564
TCS.NS,ASIANPAINT.NS,0.33684935581618985
TCS.NS,MARUTI.NS,0.18420483499576187
TCS.NS,SUNPHARMA.NS,0.19814933666294804
TCS.NS,TITAN.NS,0.298457498956641
TCS.NS,ULTRACEMCO.NS,0.3066403698232429
TCS.NS,WIPRO.NS,0.5942002652616668
TCS.NS,NESTLEIND.NS,0.2227440220537333
TCS.NS,M&M.NS,0.1832250197353176
TCS.NS,BAJFINANCE.NS,0.300430957414822
TCS.NS,POWERGRID.NS,0.17277969332141624
TCS.NS,ONGC.NS,0.22621153111615866
TCS.NS,NTPC.NS,0.1242894955314065
TCS.NS,SBILIFE.NS,0.39186865502901863
TCS.NS,BAJAJFINSV.NS,0.34751573989672935
TCS.NS,ADANIGREEN.NS,0.04477265414872017
TCS.NS,ADANIPORTS.NS,0.19959019948231624
TCS.NS,ADANIENT.NS,0.09917868225961061
TCS.NS,DIVISLAB.NS,0.15558345770842943
TCS.NS,GRASIM.NS,0.28944148441138706
TCS.NS,JSWSTEEL.NS,0.2083553508514733
TCS.NS,TATAMOTORS.NS,0.25671122336658614
TCS.NS,TECHM.NS,0.5368394598819113
TCS.NS,HDFCLIFE.NS,0.26120124015767726
TCS.NS,COALINDIA.NS,0.153716578150775
TCS.NS,BPCL.NS,0.28287836898664737
TCS.NS,BRITANNIA.NS,0.27181075705451724
TCS.NS,SHREECEM.NS,0.22832029538029486
TCS.NS,HEROMOTOCO.NS,0.18591412930960108
TCS.NS,CIPLA.NS,0.17389707237632468
TCS.NS,DRREDDY.NS,0.20432109316512365
TCS.NS,EICHERMOT.NS,0.21101189199437706
TCS.NS,BAJAJ-AUTO.NS,0.13746545728753015
TCS.NS,INDUSINDBK.NS,0.22711546030284688
TCS.NS,TATACONSUM.NS,0.34975842610236263
TCS.NS,VEDL.NS,0.1603968975693894
TCS.NS,DABUR.NS,0.25072388812766455
TCS.NS,HAVELLS.NS,0.28153167442494803
TCS.NS,ICICIPRULI.NS,0.1737686551065267
TCS.NS,PIDILITIND.NS,0.2786203194978471
TCS.NS,SBICARD.NS,0.0008289274282469622
TCS.NS,SIEMENS.NS,0.14043843935259642
TCS.NS,GODREJCP.NS,0.22239949217801933
TCS.NS,DLF.NS,0.2898784510926076
TCS.NS,HINDALCO.NS,0.14637426283735172
TCS.NS,TATAPOWER.NS,0.1527955370368963
TCS.NS,AMBUJACEM.NS,0.14595295509963724
TCS.NS,APOLLOHOSP.NS,0.24385431136713323
TCS.NS,AUROPHARMA.NS,0.14438771599792102
TCS.NS,BANDHANBNK.NS,0.21351030546804994
TCS.NS,BERGEPAINT.NS,0.4605203919672404
TCS.NS,BIOCON.NS,0.22525485570632398
TCS.NS,BOSCHLTD.NS,0.3151815913532454
TCS.NS,CHOLAFIN.NS,0.2845778679541792
TCS.NS,COLPAL.NS,0.21332511308842886
TCS.NS,DABUR.NS,0.25072388812766455
TCS.NS,GAIL.NS,0.13669028639303313
TCS.NS,GLAND.NS,1.7761580352948483e-05
TCS.NS,GODREJPROP.NS,0.24677315507352054
TCS.NS,HDFCAMC.NS,0.3766269386559841
TCS.NS,ICICIGI.NS,0.27429901730058653
TCS.NS,IGL.NS,0.3087903773963562
TCS.NS,INDIGO.NS,0.2245985252701243
TCS.NS,LUPIN.NS,0.1860959696410986
TCS.NS,M&MFIN.NS,0.2506540466829049
TCS.NS,MARICO.NS,0.17386062683692385
TCS.NS,MUTHOOTFIN.NS,0.18067491737414493
TCS.NS,NAUKRI.NS,0.47196941853083335
TCS.NS,PEL.NS,0.2979094903225565
TCS.NS,PGHH.NS,0.21221792578241855
TCS.NS,PFC.NS,0.22352364591168214
TCS.NS,RECLTD.NS,0.2090722037445068
TCS.NS,SAIL.NS,0.16300449163261918
TCS.NS,SRF.NS,0.33001464398348235
TCS.NS,TATACHEM.NS,0.16758086684215914
TCS.NS,TORNTPHARM.NS,0.12825679089599695
TCS.NS,TVSMOTOR.NS,0.14117418737420942
TCS.NS,UBL.NS,0.17548329097243723
TCS.NS,UPL.NS,0.21595816922034514
TCS.NS,VOLTAS.NS,0.24910143588739608
TCS.NS,WHIRLPOOL.NS,0.13718481240276148
TCS.NS,ZEEL.NS,0.168031173591854
TCS.NS,ZYDUSLIFE.NS,0.23210469789875443
TCS.NS,ABB.NS,0.1377225368980952
TCS.NS,ACC.NS,0.20878542596617042
TCS.NS,ALKEM.NS,0.20934337238232387
TCS.NS,APOLLOTYRE.NS,0.24273470229122734
TCS.NS,ASHOKLEY.NS,0.1418243032655893
TCS.NS,BANKBARODA.NS,0.19228857945370453
TCS.NS,BHARATFORG.NS,0.26714651275450313
TCS.NS,BHEL.NS,0.08853646525890146
TCS.NS,CANBK.NS,0.20895896529427263
TCS.NS,CASTROLIND.NS,0.2369669885927658
TCS.NS,CROMPTON.NS,0.1403674671604166
TCS.NS,CUMMINSIND.NS,0.1636915844226625
TCS.NS,DALBHARAT.NS,0.24688230869368594
TCS.NS,DEEPAKNTR.NS,0.33790810293926354
TCS.NS,ESCORTS.NS,0.07248573164159566
TCS.NS,EXIDEIND.NS,0.24751145147294282
TCS.NS,FEDERALBNK.NS,0.1334914843957465
TCS.NS,GLENMARK.NS,0.28007529361447286
TCS.NS,GMRINFRA.NS,0.22432765612908465
TCS.NS,GODREJAGRO.NS,0.18976115508468303
TCS.NS,GRANULES.NS,0.08354962796304788
TCS.NS,GUJGASLTD.NS,0.2344683446664389
TCS.NS,HAL.NS,0.19365953211402173
TCS.NS,HINDPETRO.NS,0.19723512397162574
TCS.NS,HINDZINC.NS,0.08343884172547529
TCS.NS,IDEA.NS,0.23168780532032557
TCS.NS,IDFCFIRSTB.NS,0.22791743171107137
TCS.NS,INDHOTEL.NS,0.1088596011449405
TCS.NS,INDUSTOWER.NS,0.17753424489072261
TCS.NS,IPCALAB.NS,0.1627876402742875
TCS.NS,JINDALSTEL.NS,0.18580318176161276
TCS.NS,JSWENERGY.NS,0.07748105968279859
TCS.NS,LICHSGFIN.NS,0.255742598218596
TCS.NS,LTTS.NS,0.4465198376173759
TCS.NS,MANAPPURAM.NS,0.1809754346083216
TCS.NS,MFSL.NS,0.11913871678577219
TCS.NS,MGL.NS,0.227719178384261
TCS.NS,MPHASIS.NS,0.5352109046345329
TCS.NS,MRF.NS,0.22077639295188495
TCS.NS,NAM-INDIA.NS,0.2684327548093479
TCS.NS,NAVINFLUOR.NS,0.2854007072373395
TCS.NS,NMDC.NS,0.17730167141589445
TCS.NS,PAGEIND.NS,0.09189921777778577
TCS.NS,PFIZER.NS,0.2480167307817601
TCS.NS,PIIND.NS,0.2760794560974557
TCS.NS,PNB.NS,0.19854150977831725
TCS.NS,POLYCAB.NS,0.36071749632640987
TCS.NS,RAMCOCEM.NS,0.17823420894778663
TCS.NS,RBLBANK.NS,0.24046529738770925
TCS.NS,SHREECEM.NS,0.22832041278158488
TCS.NS,SUNTV.NS,0.17659879267579018
TCS.NS,SYNGENE.NS,0.23013366739890115
TCS.NS,TATACOMM.NS,0.21819713161916054
TCS.NS,TATAELXSI.NS,0.3069763733904708
TCS.NS,TORNTPOWER.NS,0.08040909947424227
TCS.NS,TRENT.NS,0.1366276888212053
TCS.NS,UNIONBANK.NS,0.14104001169992111
TCS.NS,VBL.NS,0.1991200232528202
TCS.NS,TORNTPHARM.NS,0.12830408919945654
TCS.NS,WHIRLPOOL.NS,0.13718489511332452
TCS.NS,ZEEL.NS,0.16802644081327517
HDFCBANK.NS,INFY.NS,0.2164376344584978
HDFCBANK.NS,ICICIBANK.NS,0.516105528183664
HDFCBANK.NS,HINDUNILVR.NS,0.2334660901772652
HDFCBANK.NS,ITC.NS,0.3764983226764081
HDFCBANK.NS,SBIN.NS,0.42307182234157065
HDFCBANK.NS,BHARTIARTL.NS,0.27888092026441463
HDFCBANK.NS,KOTAKBANK.NS,0.4944309871100319
HDFCBANK.NS,HCLTECH.NS,0.22145007553448967
HDFCBANK.NS,LT.NS,0.4919975286843068
HDFCBANK.NS,AXISBANK.NS,0.47198396621432315
HDFCBANK.NS,ASIANPAINT.NS,0.3246603981680847
HDFCBANK.NS,MARUTI.NS,0.24982070611219226
HDFCBANK.NS,SUNPHARMA.NS,0.15467325715068606
HDFCBANK.NS,TITAN.NS,0.39375922153521137
HDFCBANK.NS,ULTRACEMCO.NS,0.4639808360198963
HDFCBANK.NS,WIPRO.NS,0.29603210639021166
HDFCBANK.NS,NESTLEIND.NS,0.26875934826003883
HDFCBANK.NS,M&M.NS,0.34783323768721
HDFCBANK.NS,BAJFINANCE.NS,0.46909738641491094
HDFCBANK.NS,POWERGRID.NS,0.16659036347629022
HDFCBANK.NS,ONGC.NS,0.05273495342809253
HDFCBANK.NS,NTPC.NS,0.2584103389730697
HDFCBANK.NS,SBILIFE.NS,0.23237264048542583
HDFCBANK.NS,BAJAJFINSV.NS,0.426618338127847
HDFCBANK.NS,ADANIGREEN.NS,0.10244408524116305
HDFCBANK.NS,ADANIPORTS.NS,0.3004450962320869
HDFCBANK.NS,ADANIENT.NS,0.1569536118528831
HDFCBANK.NS,DIVISLAB.NS,0.2434645184538104
HDFCBANK.NS,GRASIM.NS,0.3428396199046632
HDFCBANK.NS,JSWSTEEL.NS,0.2564955100482106
HDFCBANK.NS,TATAMOTORS.NS,0.2575249546304737
HDFCBANK.NS,TECHM.NS,0.1787932343294416
HDFCBANK.NS,HDFCLIFE.NS,0.28409151615611533
HDFCBANK.NS,COALINDIA.NS,0.10923862591928159
HDFCBANK.NS,BPCL.NS,0.19547716521633127
HDFCBANK.NS,BRITANNIA.NS,0.19554079209751374
HDFCBANK.NS,SHREECEM.NS,0.2391554417481768
HDFCBANK.NS,HEROMOTOCO.NS,0.2922124394934081
HDFCBANK.NS,CIPLA.NS,0.18496590616925998
HDFCBANK.NS,DRREDDY.NS,0.2398290477799535
HDFCBANK.NS,EICHERMOT.NS,0.3018837468596931
HDFCBANK.NS,BAJAJ-AUTO.NS,0.37008235153616653
HDFCBANK.NS,INDUSINDBK.NS,0.47268797805733503
HDFCBANK.NS,TATACONSUM.NS,0.3143045132941825
HDFCBANK.NS,VEDL.NS,0.24909765607962003
HDFCBANK.NS,DABUR.NS,0.248109340429178
HDFCBANK.NS,HAVELLS.NS,0.3092544836710904
HDFCBANK.NS,ICICIPRULI.NS,0.1832726789329614
HDFCBANK.NS,PIDILITIND.NS,0.37540918053564054
HDFCBANK.NS,SBICARD.NS,0.0018668724437841309
HDFCBANK.NS,SIEMENS.NS,0.39207384702763237
HDFCBANK.NS,GODREJCP.NS,0.17749162953505007
HDFCBANK.NS,DLF.NS,0.39455736617920373
HDFCBANK.NS,HINDALCO.NS,0.21940016376607388
HDFCBANK.NS,TATAPOWER.NS,0.2528180353227702
HDFCBANK.NS,AMBUJACEM.NS,0.2610307697462531
HDFCBANK.NS,APOLLOHOSP.NS,0.11105022384874315
HDFCBANK.NS,AUROPHARMA.NS,0.14223359272494104
HDFCBANK.NS,BANDHANBNK.NS,0.24312922929814076
HDFCBANK.NS,BERGEPAINT.NS,0.3460693667174382
HDFCBANK.NS,BIOCON.NS,0.24170416265596656
HDFCBANK.NS,BOSCHLTD.NS,0.3133596295274035
HDFCBANK.NS,CHOLAFIN.NS,0.38931935722600847
HDFCBANK.NS,COLPAL.NS,0.24291272113945278
HDFCBANK.NS,DABUR.NS,0.248109340429178
HDFCBANK.NS,GAIL.NS,0.10550831203850522
HDFCBANK.NS,GLAND.NS,9.402069832423531e-06
HDFCBANK.NS,GODREJPROP.NS,0.3767997228943415
HDFCBANK.NS,HDFCAMC.NS,0.3751172018248385
HDFCBANK.NS,ICICIGI.NS,0.2488464246885403
HDFCBANK.NS,IGL.NS,0.2542645723670277
HDFCBANK.NS,INDIGO.NS,0.31585013606585827
HDFCBANK.NS,LUPIN.NS,0.05942674680071441
HDFCBANK.NS,M&MFIN.NS,0.33862668088810977
HDFCBANK.NS,MARICO.NS,0.08724665864766053
HDFCBANK.NS,MUTHOOTFIN.NS,0.27755092883633803
HDFCBANK.NS,NAUKRI.NS,0.3147511398609895
HDFCBANK.NS,PEL.NS,0.359744961890268
HDFCBANK.NS,PGHH.NS,0.220250392357229
HDFCBANK.NS,PFC.NS,0.3039851118532643
HDFCBANK.NS,RECLTD.NS,0.1957864013943494
HDFCBANK.NS,SAIL.NS,0.17268805060361614
HDFCBANK.NS,SRF.NS,0.3581821821051329
HDFCBANK.NS,TATACHEM.NS,0.2696724404410391
HDFCBANK.NS,TORNTPHARM.NS,0.15601103966648205
HDFCBANK.NS,TVSMOTOR.NS,0.3652923557433855
HDFCBANK.NS,UBL.NS,0.36754202523941826
HDFCBANK.NS,UPL.NS,0.2589977512353137
HDFCBANK.NS,VOLTAS.NS,0.30780906283497833
HDFCBANK.NS,WHIRLPOOL.NS,0.14247766333962297
HDFCBANK.NS,ZEEL.NS,0.3415165693973852
HDFCBANK.NS,ZYDUSLIFE.NS,0.1534416661076406
HDFCBANK.NS,ABB.NS,0.2518226099952942
HDFCBANK.NS,ACC.NS,0.23161157975349186
HDFCBANK.NS,ALKEM.NS,0.25491456114592775
HDFCBANK.NS,APOLLOTYRE.NS,0.27954736095625576
HDFCBANK.NS,ASHOKLEY.NS,0.4106514698987849
HDFCBANK.NS,BANKBARODA.NS,0.36867091830595844
HDFCBANK.NS,BHARATFORG.NS,0.28337139312629317
HDFCBANK.NS,BHEL.NS,0.2504670406458794
HDFCBANK.NS,CANBK.NS,0.37641555665746346
HDFCBANK.NS,CASTROLIND.NS,0.2203404070225404
HDFCBANK.NS,CROMPTON.NS,0.17408948428097676
HDFCBANK.NS,CUMMINSIND.NS,0.30013710705515934
HDFCBANK.NS,DALBHARAT.NS,0.32150184264283327
HDFCBANK.NS,DEEPAKNTR.NS,0.3195890312625234
HDFCBANK.NS,ESCORTS.NS,0.2422424912024553
HDFCBANK.NS,EXIDEIND.NS,0.33545643269119024
HDFCBANK.NS,FEDERALBNK.NS,0.3999755582761291
HDFCBANK.NS,GLENMARK.NS,0.2721994398554097
HDFCBANK.NS,GMRINFRA.NS,0.3751407625655493
HDFCBANK.NS,GODREJAGRO.NS,0.22834710343161482
HDFCBANK.NS,GRANULES.NS,0.2535957671793214
HDFCBANK.NS,GUJGASLTD.NS,0.186482251790359
HDFCBANK.NS,HAL.NS,0.3675074884038475
HDFCBANK.NS,HINDPETRO.NS,0.2046344667465906
HDFCBANK.NS,HINDZINC.NS,0.2752922591206294
HDFCBANK.NS,IDEA.NS,0.2160269008053582
HDFCBANK.NS,IDFCFIRSTB.NS,0.2885726630018503
HDFCBANK.NS,INDHOTEL.NS,0.2674078797218977
HDFCBANK.NS,INDUSTOWER.NS,0.24436067159639388
HDFCBANK.NS,IPCALAB.NS,0.11727455831191547
HDFCBANK.NS,JINDALSTEL.NS,0.17566274455442826
HDFCBANK.NS,JSWENERGY.NS,0.13182762328145067
HDFCBANK.NS,LICHSGFIN.NS,0.3383896838465841
HDFCBANK.NS,LTTS.NS,0.2866172296782399
HDFCBANK.NS,MANAPPURAM.NS,0.2237989103467814
HDFCBANK.NS,MFSL.NS,0.20482517272775688
HDFCBANK.NS,MGL.NS,0.21177084295053694
HDFCBANK.NS,MPHASIS.NS,0.1892553492624557
HDFCBANK.NS,MRF.NS,0.1567826555150031
HDFCBANK.NS,NAM-INDIA.NS,0.42151577349121083
HDFCBANK.NS,NAVINFLUOR.NS,0.2784312821251976
HDFCBANK.NS,NMDC.NS,0.07476038741986085
HDFCBANK.NS,PAGEIND.NS,0.1568149998884359
HDFCBANK.NS,PFIZER.NS,0.0916076525175955
HDFCBANK.NS,PIIND.NS,0.26481855262285087
HDFCBANK.NS,PNB.NS,0.29886116303544036
HDFCBANK.NS,POLYCAB.NS,0.22420026908870425
HDFCBANK.NS,RAMCOCEM.NS,0.3004261006160603
HDFCBANK.NS,RBLBANK.NS,0.32008167600595056
HDFCBANK.NS,SHREECEM.NS,0.2391553164561202
HDFCBANK.NS,SUNTV.NS,0.3038776975811457
HDFCBANK.NS,SYNGENE.NS,0.15387419355128631
HDFCBANK.NS,TATACOMM.NS,0.23666782162845118
HDFCBANK.NS,TATAELXSI.NS,0.2785843542394834
HDFCBANK.NS,TORNTPOWER.NS,0.24442330002331183
HDFCBANK.NS,TRENT.NS,0.28132761609032825
HDFCBANK.NS,UNIONBANK.NS,0.3258778333276212
HDFCBANK.NS,VBL.NS,0.13686111504654863
HDFCBANK.NS,TORNTPHARM.NS,0.15598605738574273
HDFCBANK.NS,WHIRLPOOL.NS,0.14247787932372766
HDFCBANK.NS,ZEEL.NS,0.34151699316796713
INFY.NS,ICICIBANK.NS,0.2045083510482347
INFY.NS,HINDUNILVR.NS,0.2037657517370269
INFY.NS,ITC.NS,0.16413987762004045
INFY.NS,SBIN.NS,0.11344348994144811
INFY.NS,BHARTIARTL.NS,0.23413516836217776
INFY.NS,KOTAKBANK.NS,0.14472895394668198
INFY.NS,HCLTECH.NS,0.6595348407945059
INFY.NS,LT.NS,0.3147599048988301
INFY.NS,AXISBANK.NS,0.11775607253922434
INFY.NS,ASIANPAINT.NS,0.23721433327021926
INFY.NS,MARUTI.NS,0.13305766226771096
INFY.NS,SUNPHARMA.NS,0.2139886399839338
INFY.NS,TITAN.NS,0.21415651583457374
INFY.NS,ULTRACEMCO.NS,0.31714793487452525
INFY.NS,WIPRO.NS,0.6244255860111857
INFY.NS,NESTLEIND.NS,0.08942399933756542
INFY.NS,M&M.NS,0.13500449156567496
INFY.NS,BAJFINANCE.NS,0.1986473300657157
INFY.NS,POWERGRID.NS,0.14589515894567262
INFY.NS,ONGC.NS,0.1473157309077437
INFY.NS,NTPC.NS,0.07429965159378384
INFY.NS,SBILIFE.NS,0.32931866779240915
INFY.NS,BAJAJFINSV.NS,0.27694338540827146
INFY.NS,ADANIGREEN.NS,0.08650438084810338
INFY.NS,ADANIPORTS.NS,0.12864197630361168
INFY.NS,ADANIENT.NS,0.06617405469578996
INFY.NS,DIVISLAB.NS,0.11869601251661666
INFY.NS,GRASIM.NS,0.2898759906695241
INFY.NS,JSWSTEEL.NS,0.22207707287732054
INFY.NS,TATAMOTORS.NS,0.13121966331893434
INFY.NS,TECHM.NS,0.7350818234230696
